episode,score
0,0.043485334167736485
1,0.04750271354806268
2,0.04328010238835443
3,0.05256651206560063
4,0.04396748454471822
5,0.046517765788767096
6,0.05376133357941899
7,0.05279315847598348
8,0.06244062161700311
9,0.07627892010017313
10,0.07456905457078637
11,0.10018592637464592
12,0.06603296261607468
13,0.1061563603834579
14,0.10104918764110195
15,0.11416658297935758
16,0.15720588704307367
17,0.1968672626164579
18,0.32316706213081087
19,0.32556080006337784
20,0.17426280557933013
21,0.3837441172258114
22,0.23333794553193002
23,0.3303548013336391
24,0.15047507327722284
25,0.23684819631074974
26,0.32695763919669757
27,0.19644873488776343
28,0.29651171543381105
29,0.30203370889012365
30,0.3193104249536627
31,0.22543038446960567
32,0.2726282326878563
33,0.21224593792974153
34,0.1903960133732576
35,0.12609647958760703
36,0.15952084285036133
37,0.291487283765497
38,0.22322188740256715
39,0.12058599727582417
40,0.1409689751024149
41,0.2657407261188524
42,0.14882410024165393
43,0.15701583721156956
44,0.1611605105407821
45,0.18157852395127042
46,0.21127248809563803
47,0.15697937565122633
48,0.1230880363047204
49,0.17927398153615945
50,0.13983139681243462
51,0.14043876583438558
52,0.18101405429434517
53,0.15254393678907044
54,0.11593371136582144
55,0.2028420128101326
56,0.13703826357728421
57,0.12178095647562841
58,0.12532085524130157
59,0.13163490582819148
60,0.12371331936644175
61,0.09832690877630834
62,0.11899748210891678
63,0.25075674731646225
64,0.08037270712832519
65,0.15344332669448274
66,0.11951676944142069
67,0.13059894723502602
68,0.14237616727777597
69,0.15504861396086828
70,0.07116763229172698
71,0.17005869121832481
72,0.14963864846921898
73,0.11304463440718111
74,0.12909358169275453
75,0.14410659086415964
76,0.08205436463600801
77,0.10424419966602896
78,0.10023800270040861
79,0.10273030911625057
80,0.09974632195948338
81,0.12844344229008223
82,0.1153069441522285
83,0.09534338295569851
84,0.0968624124533779
85,0.0920438723824908
86,0.12347942923191427
87,0.10316256213056674
88,0.12767323860689628
89,0.1483920393253244
90,0.07571677168411763
91,0.12048561181268297
92,0.10386147772197124
93,0.10117715747405708
94,0.11474862366546847
95,0.0898288235186425
96,0.08460348393617571
97,0.07165114337223277
98,0.11046418693344953
99,0.08769406251544716
100,0.09461140622639805
101,0.1049703881354917
102,0.10114561710372547
103,0.08186887434051185
104,0.08375991483697531
105,0.0919525988770669
106,0.2048526106089209
107,0.11551100739861242
108,0.07469128509522935
109,0.08365139256447378
110,0.07879120288390253
111,0.10479592154784068
112,0.08187394141662266
113,0.07023765271697735
114,0.07355014806310912
115,0.06580413129899992
116,0.0935781081290398
117,0.07317700816340214
118,0.07397557315047035
119,0.06648166093517693
120,0.10405211922059122
121,0.08501797117848656
122,0.0748877072341625
123,0.08110199112052675
124,0.08667405613746287
125,0.07227104869236646
126,0.07340787590003435
127,0.08790835364831712
128,0.08334698491144801
129,0.07816656634706266
130,0.08961083352595166
