,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,precision,recall,SRP@0,SRP@1,SRP@2,SRP@3,SRP@4,SRP@5,SRP@6,SRP@7,SRP@8,SRP@9,SRP@10,SRR@0,SRR@1,SRR@2,SRR@3,SRR@4,SRR@5,SRR@6,SRR@7,SRR@8,SRR@9,SRR@10,accuracy,precision,recall,f1_score,roc_auc,fbeta_score
0,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4101,0.3465110160256992,0.033871423753299566,0.620570848655647,0.4737489772745503,0.12819170071130276,5.0,0.8333333333333334,6,1.0,0.8691588785046728,0.3926108374384236,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2868537245406637,0.1616019673282979,0.7972270363951474,0.2687308310208851,0.4918468572124024,0.1695539992628087
1,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4102,0.48061146663912474,0.20790773598154474,0.6949085201942445,0.3524277954078123,0.088632557160682,2.6666666666666665,0.8333333333333334,6,1.0,0.8321197411003235,0.40985221674876854,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33613445378151263,0.17033276931754088,0.7850953206239168,0.2799320253360111,0.516461074322526,0.1785573512022073
2,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4103,0.5286323022724141,0.36367651374737714,0.42626272792807507,0.2197451490109406,0.07366513992447994,2.3333333333333335,0.5,6,1.0,0.8219733852645245,0.5052955665024631,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6161515453639083,0.26965620328849027,0.7816291161178509,0.40097799511002447,0.6826161602406198,0.2804623769982076
3,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4104,0.3186987648821665,0.042525711762517425,0.4689105206189381,0.2811301698331839,0.3294081429077971,6.0,0.8888888888888888,9,1.0,0.7054796194640811,0.2639235540959679,1.0,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.669847600056972,0.23424657534246576,0.4445407279029463,0.3068181818181819,0.5793523479296562,0.2409515389291043
4,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4105,0.2984533738231325,0.04054181587593215,0.4449695024742373,0.43095601214161827,0.12984735819505175,5.0,0.6,5,1.0,0.7716666666666667,0.37296551724137933,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4562028201110953,0.1813397129186603,0.6568457538994801,0.2842144731908512,0.5367917196291332,0.18940529735132436
5,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4106,0.3348901172049288,0.12257282369702166,0.2670438989197897,0.2713883605256365,0.163974423981084,5.0,0.5,6,1.0,0.7086719155684672,0.4399671592775041,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.7283862697621422,0.3219858156028369,0.5901213171577123,0.4166411746711533,0.672851693179163,0.3308281419671944
6,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4107,0.4715372860058169,0.20591719464046476,0.6792230771158203,0.33994971277157626,0.034227773771649365,1.8333333333333333,1.0,6,1.0,0.8229606188466949,0.3763888888888889,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6141575274177468,0.2904877391538669,0.9341421143847487,0.4431654676258993,0.742680397570762,0.3027589624979349
7,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4108,0.5690930117415864,0.36302537613973623,0.6642681471741302,0.29468916648403826,0.015754606369253157,2.0,1.0,3,1.0,0.7492877492877493,0.36253968253968255,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18530123913972368,0.16357206012378425,0.9618717504332756,0.2795969773299748,0.4972133594504881,0.17196755673015585
8,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4109,0.360122782249859,0.044758455215057495,0.6137052341597796,0.6478719008264463,0.11973177143706948,2.8333333333333335,1.0,6,1.0,0.7863636363636365,0.21444991789819376,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.2511038313630537,0.15811396201266245,0.8223570190641247,0.26523197316936836,0.4805495679946497,0.1660012759039368
9,CombSequentialDQN36373926/CombSequentialDQN36373926_10_4110,0.6498537205170718,0.5228216687709655,0.5029086469405344,0.46010485492674513,0.0055535977934336,1.0,1.0,2,1.0,0.6228813559322034,0.5625,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1791767554479419,0.1661596407359119,0.9939341421143848,0.28472136030780687,0.5064267608475452,0.17471909105571581
