,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartTest,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.OrderTest,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapperTest,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapperTest,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapperTest,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapperTest,org.mybatis.jpetstore.mapper.MapperTestContext,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapperTest,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapperTest,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapperTest,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountServiceTest,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogServiceTest,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderServiceTest,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBeanTest,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBeanTest,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBeanTest,org.mybatis.jpetstore.ScreenTransitionIT,MavenWrapperDownloader$1,MavenWrapperDownloader
0,0,2,2,2,4,2,2,2,2,3,2,-1,0,-1,4,-1,3,-1,2,1,-1,2,-1,3,-1,2,0,0,5,5,2,2,0,0,0,-1,0,0,0,0,4,-1,-1
1,2,4,4,4,6,4,4,7,4,5,7,-1,2,-1,6,-1,5,-1,4,3,-1,7,-1,5,-1,7,9,9,8,8,7,7,0,2,2,-1,1,1,0,0,10,-1,-1
2,2,4,4,4,6,4,4,4,4,5,4,-1,2,-1,6,-1,5,-1,4,3,-1,4,-1,5,-1,4,2,2,7,7,4,4,0,2,2,-1,1,1,0,0,8,-1,-1
3,4,15,15,15,9,15,7,13,19,8,11,-1,4,-1,9,-1,14,-1,6,5,-1,12,-1,8,-1,10,18,18,17,17,16,16,1,3,3,-1,2,2,0,0,20,-1,-1
4,4,12,12,12,8,12,6,10,15,7,9,-1,4,-1,8,-1,11,-1,6,5,-1,10,-1,7,-1,9,14,14,13,13,9,9,1,3,3,-1,2,2,0,0,16,-1,-1
5,4,13,13,13,9,13,7,11,17,8,10,-1,4,-1,9,-1,12,-1,6,5,-1,11,-1,8,-1,10,16,16,15,15,14,14,1,3,3,-1,2,2,0,0,18,-1,-1
6,4,11,11,11,8,11,6,10,6,7,9,-1,4,-1,8,-1,7,-1,6,5,-1,10,-1,7,-1,9,13,13,12,12,9,9,1,3,3,-1,2,2,0,0,14,-1,-1
7,2,9,9,9,6,9,4,8,4,5,7,-1,2,-1,6,-1,5,-1,4,3,-1,8,-1,5,-1,7,11,11,10,10,7,7,0,2,2,-1,1,1,0,0,12,-1,-1
