,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,bcp
0,CombSequentialDQN41759476_6_3901,0.4338964654779228,0.0485691728646287,0.16677432943617,0.1147260815819063,0.4866156360648149,6.375,0.5,8,1.0,3.4456527669172017
1,CombSequentialDQN41759476_6_3902,0.4382648161462196,0.0465404204294987,0.2212788191552532,0.1838057383219557,0.4751884118585893,6.875,0.625,8,1.0,3.574624693677343
2,CombSequentialDQN41759476_6_3903,0.4528736791030505,0.0434339259824763,0.2354089438253191,0.2145271366162974,0.4702583790865926,5.555555555555555,0.4444444444444444,9,1.0,3.823447081036309
3,CombSequentialDQN41759476_6_3904,0.420693188123912,0.0446007627744376,0.3616331727135298,0.3526022864701436,0.4899330635841355,6.111111111111111,0.8888888888888888,9,1.0,3.4149102702238343
4,CombSequentialDQN41759476_6_3905,0.4523321756226653,0.0498141101789855,0.23145216766784,0.1904514133779574,0.4892762517668794,5.2,0.6,10,1.0,3.5550866042434492
5,CombSequentialDQN41759476_6_3906,0.4413535752489906,0.0446030509481569,0.2587008811860179,0.2523483914318238,0.5387849991392932,5.363636363636363,0.6363636363636364,11,1.0,3.2472586095652916
6,CombSequentialDQN41759476_6_3907,0.438597167309315,0.0503185626913836,0.2171184621677588,0.1877530215256102,0.4902476941542639,6.222222222222222,0.4444444444444444,9,1.0,3.528616662034409
7,CombSequentialDQN41759476_6_3908,0.4317338307773309,0.0459861574893588,0.1207231096803801,0.111015391606378,0.5000189938666103,7.857142857142857,0.4285714285714286,7,1.0,3.623944152355724
8,CombSequentialDQN41759476_6_3909,0.420631713097619,0.0453380050040061,0.3945460123508612,0.3660271412959393,0.5010123063749613,6.333333333333333,0.5555555555555556,9,1.0,3.2158437553818846
9,CombSequentialDQN41759476_6_3910,0.4369666124566385,0.0519235436235516,0.2533092518732427,0.2723493478850142,0.4084311403756379,6.5,0.625,8,1.0,3.5601198919183425
10,CombSequentialDQN41759476_6_3911,0.4299175163365186,0.0425644431008716,0.4211099107122469,0.2878303613988635,0.3873706198492277,4.7,0.7,10,1.0,3.2925993267703926
11,CombSequentialDQN41759476_6_3912,0.4072053285520746,0.0388661873464825,0.2830569727891157,0.0869645514455782,0.3668770831972832,8.25,0.75,4,1.0,3.6793444422931763
12,CombSequentialDQN41759476_6_3913,0.4779301778427724,0.0442285516132352,0.4312367089188416,0.3747203632226016,0.4148928465333779,7.5,1.0,6,1.0,3.1770961224169194
