,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,bcp
0,41950936_acmeair_2_202311021133,0.3747842630083127,0.0665191685886045,0.4470929995310626,0.1882152197242287,0.3851273663465393,6.222222222222222,0.8888888888888888,9,1.0,2.090783686178896
1,41950936_acmeair_5_202311021134,0.350812430881795,0.0595036362487187,0.3281512345679012,0.2607160493827161,0.5331803433644253,6.6,0.5,10,1.0,2.0689164445014803
2,41950936_acmeair_34_202311021136,0.368137095032418,0.0573720030595363,0.2309863278839673,0.1226105626461752,0.5727556702197252,7.888888888888889,0.2222222222222222,9,1.0,1.9594828523322427
3,41950936_acmeair_21_202311021130,0.3944814753781121,0.0700488098836273,0.4580994858175448,0.2196891181842041,0.4477837680597226,7.0,0.875,8,1.0,2.2391711551247706
4,41950936_acmeair_29_202311021135,0.3534267991196256,0.0602473571902506,0.2347959530715663,0.0938727448197145,0.6161657672473423,5.461538461538462,0.3076923076923077,13,1.0,1.6516591780490677
5,41950936_acmeair_18_202311021134,0.3597948975510846,0.0636710869207804,0.2525186861172864,0.1186226212674196,0.5492925143503978,5.727272727272728,0.2727272727272727,11,1.0,1.8500492601630052
6,41950936_acmeair_42_202311021131,0.3560058919267262,0.0764613065262151,0.5832264957264957,0.3965318869165022,0.1427320313427742,3.2,1.0,5,1.0,2.8332133440562157
7,41950936_acmeair_35_202311021136,0.3583228643653454,0.0551725012082946,0.1197129760600128,0.0693215376966059,0.5779691961178745,9.714285714285714,0.0,7,1.0,2.0193453968158273
8,41950936_acmeair_3_202311021133,0.362374898169946,0.0632635180479319,0.3271202089632149,0.2370696294721592,0.5887900945889102,6.5,0.6,10,1.0,1.9820075733680549
9,41950936_acmeair_4_202311021133,0.3556170711253077,0.0596036555409653,0.1807395810933247,0.0603174939427545,0.5702567893773348,7.777777777777778,0.1111111111111111,9,1.0,1.9477920950808896
10,41950936_acmeair_49_202311021141,0.3536735015125952,0.0596892373084174,0.1820655593504619,0.0795592235891057,0.5638692610674612,7.444444444444445,0.1111111111111111,9,1.0,1.8785605546886668
11,41950936_acmeair_28_202311021134,0.3825110569942709,0.070879694316316,0.360656662219973,0.0822638819963771,0.3788993549854112,8.166666666666666,0.8333333333333334,6,1.0,1.9072509724132392
12,41950936_acmeair_19_202311021134,0.3672304257969135,0.0573029887196917,0.247758547686262,0.1850649380415279,0.569356161483169,7.1,0.4,10,1.0,2.0332014348140146
13,41950936_acmeair_20_202311021130,0.3468360413367728,0.0708146606734388,0.3868266832302791,0.2321525350032251,0.5591354123473652,5.75,0.5833333333333333,12,1.0,1.4935856219056496
14,41950936_acmeair_25_202311021134,0.3511909339657074,0.0714025620784953,0.4631596065021164,0.3352295730507425,0.4548797226562746,5.636363636363637,0.8181818181818181,11,1.0,1.7662087051112738
15,41950936_acmeair_38_202311021138,0.3399611746769712,0.0683261350522213,0.3421956813949863,0.2342184635955407,0.4296909932691263,9.0,0.8333333333333334,6,1.0,2.0936192223036603
16,41950936_acmeair_46_202311021135,0.3844339317936812,0.0726094251830216,0.4123914997780262,0.2553359406390905,0.4357122603139351,6.0,0.8,10,1.0,1.7001536527384313
17,41950936_acmeair_14_202311021132,0.3438616344941108,0.0653735893647799,0.3416051844243477,0.2236626293891853,0.4339386507783859,9.5,0.6666666666666667,6,1.0,2.6463862726522653
18,41950936_acmeair_1_202311021131,0.3612038817345193,0.0657017092291119,0.2443294523869157,0.0624499915021892,0.5559121919570421,8.625,0.5,8,1.0,2.023386230744118
