episode,score
0,0.23034117287265773
1,0.22388171238280885
2,0.29197189377801375
3,0.3211880076348276
4,0.23598469685678705
5,0.30544481258010664
6,0.20288499664629392
7,0.2113359440267333
8,0.24618974811421845
9,0.24304582169326447
10,0.24812276640675773
11,0.22294294020831948
12,0.20199464099783812
13,0.19943619879725774
14,0.2136197230841657
15,0.24840886856691993
16,0.279651098618688
17,0.29814581107240323
18,0.2490275672647227
19,0.22257399989722965
20,0.19172761240851943
21,0.2718229250539004
22,0.22463349319215548
23,0.2802110907228388
24,0.1953159631055152
25,0.2181459110068561
26,0.27371845692400854
27,0.31401238332609227
28,0.20997441350599802
29,0.3099318497135697
30,0.23427327329567285
31,0.23309972742621124
32,0.31235536189784563
33,0.2895433755267842
34,0.3626479185587879
35,0.25378812038039444
36,0.27047608909389553
37,0.3016536726363497
38,0.3499689617321678
39,0.315111187969541
40,0.23939951629160033
41,0.3214616236358092
42,0.2404039161908194
43,0.42159798761122386
44,0.2734012365431637
45,0.2774328492361857
46,0.32772883052625995
47,0.2357123546299609
48,0.3785681759241726
49,0.3104274202371006
50,0.34875078433842754
51,0.33898393470448607
52,0.2597735649382128
53,0.5350082847186863
54,0.39689792291319803
55,0.3791532051030376
56,0.4254436800697757
57,0.4005488170657806
58,0.3976030002791775
59,0.3492695487064222
60,0.35662851773464865
61,0.4425239532814719
62,0.4154159020139882
63,0.3888473787199862
64,0.3764516481003211
65,0.46683577597705755
66,0.4104879282621564
67,0.40610365679623567
68,0.4714510911545242
69,0.4727902873973178
70,0.3800579223743171
71,0.4752915354267968
72,0.3895264338780179
73,0.45493047249744406
74,0.6620756469469143
75,0.4327559090149881
76,0.3894448983297023
77,0.5370649091648385
78,0.6920378501534755
79,0.7077624458966115
80,0.46184270180255216
81,0.5507240909660884
82,0.552023619277618
83,0.4675314424147658
84,0.6575344662681631
85,0.40874290239674865
86,0.4873302982778144
87,0.559409926400533
88,0.37902678014982666
89,0.42915419978402825
90,0.6549192724245089
91,0.4383926028997458
92,0.5268220509871437
93,0.4033835943551595
94,0.4573762884959347
95,0.43665836970317246
96,0.6468625797603069
97,0.7002444011691081
98,0.6040973032236736
99,0.5343781945873436
100,0.6428798500768891
101,0.5744231047252298
102,0.42074479166666656
103,0.6122066115702479
104,0.08153128251821015
105,1.1374669187145559
106,0.9045381801554643
107,0.4149379725250256
108,0.7065233958238073
109,0.2738519935140764
110,0.5571664186507936
111,0.6580627885503231
112,0.6283502663546542
113,0.5049715060867481
114,0.6877230880230882
115,0.54979332010582
116,0.8084829867674859
117,0.5921563693112961
118,0.3408637798268227
119,0.746805293005671
120,0.2706339285714285
121,0.5795141238893515
122,0.36057366844814775
123,0.4934712390693097
124,0.35093189731455815
125,0.3703702400326453
126,0.719413988657845
127,0.6393524388799204
128,0.40025705809213147
129,0.6273915816326534
130,0.6866035997732429
131,0.5339347547039854
132,0.5434480328078946
133,0.7080450506524726
134,0.36825255102040844
135,0.6223305785123966
136,0.8977995813964019
137,0.5588604821037252
138,0.7648413433212693
139,0.6206965743624274
140,0.5895133149678603
141,0.561084561346593
142,0.35561029943130057
143,0.6270624666835002
144,0.2704012345679013
145,0.4947680436847101
146,0.4576071291261602
147,0.6227545380579638
148,0.5801821119748448
149,0.544133644281125
150,0.5816790814465673
151,0.6874242424242422
152,0.625179981634527
153,0.3743743743743744
154,0.7524934596076179
155,0.3480441322314049
156,0.45046956212175143
157,0.550389546351085
158,0.6117785604491869
159,0.14304469594890198
160,0.5278965150109631
161,0.4226067206396448
162,0.5586382648793127
163,0.7049442865874027
164,0.3759487713040033
165,0.6078942485005322
166,0.4816436551663823
167,0.48280185411919424
168,0.6566587395957191
169,0.7195055489496631
170,0.956635160680529
171,1.0285490382861695
172,0.6075031175118587
173,0.7037076866033118
174,0.53177063642092
175,0.6876419453363612
176,0.23279577883472052
177,0.4295510204081633
178,0.614680581063157
179,0.5428778696051423
180,0.6652549539919619
181,0.7383921893491123
182,0.23279577883472052
183,0.30424138517504135
184,0.7035772274372859
185,0.4505053507728898
186,0.7029524629963194
187,0.742890408244154
188,0.613342566943675
189,0.32903760521593384
190,0.7691115311909261
191,1.131812326595323
192,0.733547469171934
193,0.8937113321325084
194,0.3922937827023699
195,0.7618906064209273
196,0.26233064139839524
197,0.6188405797101447
198,0.39045949302359584
199,0.431505152596116
200,0.8340921317506595
201,0.061242828142878084
202,0.5306634058582111
203,0.6885792444297603
204,0.1509734270776997
205,0.7758034026465026
206,0.3449551504629629
207,0.3956544831772458
208,0.46125994979610485
209,0.7365378059656755
210,0.7172874215045494
211,0.0
212,0.7096690759637189
213,0.15613883620585292
214,0.5068303017020968
215,0.5068303017020968
216,0.7683679899180844
217,0.9186958780014042
218,0.39754774305555557
219,0.32027638063303354
220,0.7007890202834993
221,0.4684911698870884
222,0.7573776455026454
223,0.4377400999615533
224,0.03226380300941678
225,0.963835026161896
226,0.7373611671515641
227,0.6391200951248516
228,0.8075584225847201
229,0.4378698224852072
230,0.6433774417139256
231,0.6958034053794598
232,0.20651336552403257
233,0.29838596687030494
234,0.8038789176384836
235,0.49168754033961404
236,0.4505404004165559
237,0.40808379077216483
238,0.6290797551999293
239,0.51287457131613
240,0.7127737032312925
241,0.516699813589582
242,0.44006831333861723
243,0.6016398087620821
244,0.47654567845917517
245,0.475969387755102
246,0.5532687471422041
247,0.3326791446324973
248,0.6543639487719572
249,0.4034850823045267
250,0.33850340136054424
251,0.6181775079963006
252,0.6778463791112278
253,0.6292084405406208
254,0.5058940021102183
255,0.38311157002483526
256,0.4569349837324933
257,0.4616165768962972
258,0.7909249503796201
259,0.33356072530864217
260,0.61128
261,0.2443129858253314
262,0.7050400000000002
263,0.5671519750719682
264,0.5587415346648305
265,0.6612803939673748
266,0.5451329708086465
267,0.7123231339447555
268,0.7574271896258504
269,0.8104007227891158
270,0.36354166666666654
271,0.4731005429817004
272,0.48151807319791395
273,0.7292688441337088
274,0.6049585459183673
275,0.6517857142857142
276,0.4984627739984884
277,0.7430875866414619
278,0.4146976799040346
279,0.5698857754375373
280,0.6348438758425841
281,0.5075455730499652
282,0.5075622601613282
283,0.34354523977340956
284,0.35351589110650766
285,0.29940602992275933
286,0.7136965220067713
287,0.7213243675639033
288,0.9809479839950753
289,0.7549842470069315
290,0.8149160997732426
291,0.6048784464384008
292,0.6420033670033669
293,0.6266034928342077
294,0.6798667640610659
295,0.49097355717886265
296,0.1909481481481481
297,0.39396121149985003
298,0.7275123114804556
299,0.43447978303747536
300,0.5816261468866593
301,0.8215005747571257
302,0.2785656746358677
303,0.811003385657125
304,0.5283804514573747
305,0.39617432845171907
306,0.11484675428164345
307,0.40974992875463107
308,0.8456330870772097
309,0.5185310216321657
310,0.48743166666666676
311,0.6230430043598892
312,0.9483722060252672
313,0.7395719190590986
314,0.5911475300116871
315,1.1136735979836168
316,0.9789413988657847
317,0.672206832871653
318,0.26333507259112815
319,0.19412808641975296
320,0.6645023021506482
321,0.6842551440329216
322,0.3991553287981858
323,0.5310842184809665
324,0.24096579218107003
325,0.5357286785946491
326,0.10790508262197526
327,0.3947695229746512
328,0.7614612682180248
329,0.750687393414666
330,0.8768829640451262
331,0.4305965827792273
332,1.2136752136752138
333,0.8802410780325444
334,0.7343200409683925
335,0.6865539628549832
336,0.5498671875000001
337,0.5099497245179063
338,0.6583086759854437
339,0.4444260977133894
340,0.522704081632653
341,0.7001192674669131
342,0.44080874826782573
343,0.7432155195861884
344,0.519812032751869
345,0.774331787833664
346,0.6670910756994655
347,0.5458702035501699
348,0.8678655284828614
349,0.47719462949545366
350,0.515450361604208
351,0.0
352,0.42463788540621866
353,0.5192879647132954
354,0.5638658048630348
355,0.4861299104207757
356,0.26679326606680004
357,0.40696282293635805
358,0.5045024169578731
359,0.2816395843525938
360,0.31678568789524625
361,0.5200995212899974
362,0.5473724007561438
363,0.1126964275687603
364,0.3203836412112514
365,0.6026161103977881
366,0.7044798135253124
367,0.43714523719080833
368,0.6987447981357501
369,0.19502841572866136
370,0.5364589357079892
371,1.0369639856819346
372,0.13194857312722952
373,0.3860650644429294
374,0.1980372876568515
375,0.7591918159882917
376,0.39229925517804304
377,0.7177967859228429
378,0.19322284236237033
379,0.6088650006790312
380,0.7693758573388203
381,0.28768306213017747
382,0.6231212774239719
383,0.8467661352338118
384,1.0260464758387196
385,0.2506897099944823
386,0.41155491474079564
387,0.4344922104644327
388,0.18798810681677808
389,0.5757745110124917
390,0.6166576078871723
391,0.3772197493537881
392,0.2832293895190128
393,0.7138596332319276
394,0.23279577883472047
395,0.46939966834822877
396,0.5146084422950515
397,0.4366542980828695
398,0.2141707057778545
399,0.39729404206203467
400,0.419253226129254
401,0.5307279689758703
402,0.31621268082486936
403,0.39491169257545206
404,0.7188506629943003
405,0.4962485023480123
406,0.10218242399000417
407,0.3973096667106361
408,0.4708687746548321
409,0.614273682124455
410,0.5114317277251254
411,0.4451023170267134
412,0.5241946852233879
413,0.5384344239539955
414,0.38453850696006786
415,0.8782332464362164
416,0.490285859348679
417,0.7750615574022779
418,0.623043004359889
419,0.7180217693038204
420,0.16358078338446932
421,0.4722673010380619
422,0.6108471513605443
423,0.49477822094170754
424,0.8597725071998789
425,0.41035093735711037
426,0.6300423270448721
427,0.49510101010101015
428,0.5133985307621673
429,0.5541253559799291
430,0.151128002560719
431,0.3059411465267444
432,0.5018871191135733
433,0.6361406633542186
434,0.8149770774490859
435,0.5763872116894095
436,0.27299036816995237
437,0.5611971484357117
438,0.6114894176517932
439,0.017309361046734473
440,0.6016021713542686
441,0.6610434007134364
442,0.6250047826752372
443,0.5930309007232082
444,0.8861129373949884
445,0.3031841177286298
446,0.6294635815110357
447,0.741416468489893
448,0.5717344605880759
449,0.5470265244904668
450,0.39086102033405973
451,0.6522999369880278
452,0.40796907150205797
453,0.14160955856176596
454,0.3425882759216092
455,0.664460544865453
456,0.6070379513249847
457,0.39118835034013627
458,0.5988943633123668
459,0.6844282600079269
460,0.6114104179794159
461,0.43213784424445156
462,0.6924460718357499
463,0.4087329496459987
464,0.26521840108592454
465,1.144966309948474
466,0.7991637572136439
467,0.43194298285721894
468,0.0
469,0.49444722043204875
470,0.45480032753842264
471,0.6081730769230772
472,0.608427467300832
473,0.8657663195738691
474,0.9755762654345159
475,0.7234552431670451
476,0.38531742910691524
477,0.42298351441680004
478,0.5444964755395185
479,0.35945117527376097
480,0.44183154799411883
481,0.5868716978891707
482,1.2281789540012602
483,0.703524161280394
484,0.723755513547574
485,0.7304473850031504
486,0.6128121284185492
487,0.7334215500945181
488,0.5442904705408524
489,0.4981288599156948
490,0.2660140026106562
491,0.5041465593792761
492,0.4702280254239865
493,0.6412664010698688
494,0.802674295917539
495,0.6164019751328399
496,0.5207301896491086
497,0.7401441280407626
498,0.6792897734362326
499,0.7765107441842521
500,0.51759624610723
501,0.4437918222082996
502,0.5637902767632499
503,0.5686383928571429
504,0.6314807813484561
505,0.4746492346938775
506,0.20835958832178125
507,0.6358914399092966
508,1.0323335160675595
509,0.8794850630581451
510,0.34209386304943135
511,0.7482923755513549
512,0.49884597121776586
513,1.011915563957152
514,0.32223134351779925
515,0.6908581616648228
516,0.47638038548752815
517,0.5782231404958675
518,0.7950494260204083
519,0.5137449511054422
520,0.9229644982993196
521,0.47358188066893414
522,0.7134759413152767
523,0.8355246529013882
524,0.40772480867346944
525,0.5245603501535838
526,0.3348017333646591
527,0.8267888375492726
528,0.7987298044217687
529,0.16519294734512324
530,0.5575901546280275
531,0.8232758620689654
532,0.39318943358339153
533,0.1605932085230785
534,0.24798100864088438
535,0.8023776546629732
536,0.7765081563558017
537,1.2951138811942138
538,0.5163390044108382
539,0.6433774417139256
540,0.7408056972789114
541,1.0360341643582638
542,0.769855072463768
543,0.6551971858898136
544,0.6698127229488704
545,0.7268133174791914
546,0.7654320987654322
547,0.0
548,0.7046597227660739
549,0.7845093586028664
550,0.7720856962822938
551,0.3214990138067061
552,0.6224826388888889
553,0.6193098038879825
554,0.8130001538935057
555,0.6793257718966604
556,0.5473817042272625
557,0.7051870415328791
558,0.8470553068564434
559,0.2922980442982592
560,0.40168769877911165
561,0.46893679354094586
562,0.10067774314392759
563,0.41542806183115333
564,0.42062970268098476
565,0.6185384588316317
566,0.6581202933016252
567,0.6511854030547355
568,0.11651940331168421
569,0.4933876925110712
570,0.6361312002337643
571,0.5980420134760207
572,0.6483397290312476
573,0.30969482996510034
574,0.6631969097727487
575,0.6692192192192192
576,0.7620213498622588
577,0.43043327413359733
578,0.5059333178055335
579,0.5642881638252011
580,0.5943956581781682
581,0.474092622207259
582,0.5128946109693877
583,0.37405692729766793
584,0.9143019951006606
585,0.5435884138352693
586,0.29836230238448774
587,0.7507728803183349
588,0.7848245329877983
589,0.6041539245667686
590,0.593469387755102
591,0.5819369867103297
592,0.5766942618293969
593,0.3719062999747498
594,0.6320976381787192
595,0.7232604470359574
596,0.3508738130668934
597,0.7271747828074989
598,0.607109812515218
599,0.6162396694214877
600,0.6837979871763659
601,0.6611476341206072
602,0.36129614325068876
603,0.3691605548469389
604,0.5555512047406477
605,0.4639550045913682
606,0.6503388523658795
607,0.5128946109693877
608,0.6128613945578231
609,0.5430898491083677
610,0.817842970521542
611,0.5159505208333335
612,0.6353644184725268
613,0.5683749654866536
614,0.34150484396433467
615,0.574559771825397
616,0.817344088547785
617,0.4096823635765944
618,0.5835952113729893
619,0.37831770378369534
620,0.49790338151415303
621,0.3890158730158731
