,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,bcp
438,hyDec_roller_1111_1219,0.3972749648318541,0.042007581694292,0.6622026371671259,0.7465484030647382,0.006846679808724,2.5,1.0,4,1.0,4.276666119016055
439,hyDec_roller_1111_3788,0.3772210147639422,0.0520034426023882,0.7037682694794017,0.7156765406070653,0.3407689792465299,3.125,0.8125,64,1.0,2.601978382955889
440,hyDec_roller_1111_2468,0.381297533449751,0.056033068922072,0.7377752846254072,0.7274720472433748,0.5244666067521782,3.108433734939759,0.8192771084337349,83,1.0,2.4888305047957804
441,hyDec_roller_1111_885,0.3787130707108279,0.0807339585198676,0.9613137712579968,0.8113910677742063,0.804554065782172,0.8761682242990654,0.983644859813084,428,1.0,1.8266126770006643
442,hyDec_roller_1111_2830,0.3729045689515372,0.0818919548660263,0.984629259529152,0.8026447139631027,0.8526167429321996,0.7362428842504743,0.9981024667931688,527,1.0,1.8048619328674234
443,hyDec_roller_1111_1689,0.3756559720391737,0.0440085510405293,0.7113936229018597,0.6792220997738854,0.065830535418773,6.266666666666667,0.9333333333333332,15,1.0,2.168354620504417
444,hyDec_roller_1111_4754,0.3732028315673613,0.0828538894886077,0.9723261453852474,0.7661743169552924,0.75552936948106,0.9641873278236914,0.9944903581267216,363,1.0,1.1682896051287603
445,hyDec_roller_1111_1226,0.3876991204022559,0.0789351332737336,0.9035893302092166,0.7877902727921378,0.7362388723799028,1.164983164983165,0.9494949494949496,297,1.0,2.0869987464618087
446,hyDec_roller_1111_3571,0.3785648949490573,0.0908382981177941,0.9700852690161872,0.7747732527397858,0.7886999225820326,0.9195979899497488,0.9899497487437184,398,1.0,1.310085422909527
447,hyDec_roller_1111_3743,0.3813407950158161,0.0929412252482121,0.9811370413845948,0.7796645801620854,0.7367255600928974,0.8886010362694301,0.9974093264248703,386,1.0,1.162499682104678
448,hyDec_roller_1111_2691,0.3782333867236368,0.088644496309032,0.9685424705903432,0.7834138938812719,0.8186416881000937,0.8729411764705882,0.9811764705882352,425,1.0,1.4607784349784332
449,hyDec_roller_1111_1828,0.3703545558980345,0.0569874019722917,0.6913982224756405,0.7142941939821543,0.2963411589568377,3.559322033898305,0.864406779661017,59,1.0,2.183629281312196
450,hyDec_roller_1111_4566,0.3865374505187731,0.0778457927271781,0.8915430364816428,0.7959641148935785,0.7285607662517434,1.2445255474452557,0.937956204379562,274,1.0,2.168340237390811
451,hyDec_roller_1111_1014,0.3728320812454583,0.0796200464735618,0.9613651866361318,0.7705164520449661,0.8056105851380511,0.9064039408866996,0.9827586206896552,406,1.0,1.428903684316426
452,hyDec_roller_1111_240,0.3728627867526316,0.0816304330633065,0.98541654732581,0.803300013366176,0.8520046916956526,0.7334593572778828,1.0,529,1.0,1.7960599049233132
453,hyDec_roller_1111_3327,0.3723625995196388,0.0654110333469141,0.771599094071087,0.742105931912832,0.6767852942686867,1.9936708860759491,0.879746835443038,158,1.0,2.060085429240553
454,hyDec_roller_1111_4102,0.3728540051602055,0.0814840080164288,0.9862274810787762,0.8048608890310202,0.8526167429321998,0.7306967984934086,1.0,531,1.0,1.7889502611155697
