,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,precision,recall,SRP@0,SRP@1,SRP@2,SRP@3,SRP@4,SRP@5,SRP@6,SRP@7,SRP@8,SRP@9,SRP@10,SRR@0,SRR@1,SRR@2,SRR@3,SRR@4,SRR@5,SRR@6,SRR@7,SRR@8,SRR@9,SRR@10,accuracy,precision,recall,f1_score,roc_auc,fbeta_score
20,CombSequentialDQN36351552/CombSequentialDQN36351552_10_902,0.3302304323217048,0.05096659783491433,0.062017222808612986,0.03919306943041086,0.5926795140773625,18.4,0.7,20,1.0,0.391317695047356,0.11179838986711063,1.0,1.0,0.95,0.65,0.4,0.3,0.1,0.05,0.0,0.0,0.0,1.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025230883467661,0.22598294948466727,0.08367885412740295,0.1221332049650999,0.5136935478462152,0.20543247509661972
21,CombSequentialDQN36351552/CombSequentialDQN36351552_10_903,0.3232286274087007,0.04927011930720863,0.0582391283697801,0.036278321680590246,0.5938751729452209,18.85,0.65,20,1.0,0.3555361640327593,0.10805686727462618,1.0,1.0,1.0,0.65,0.35,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8009993348080998,0.20235263018768174,0.07213531850735017,0.10635637374088225,0.5081438747595883,0.18292802923812204
22,CombSequentialDQN36351552/CombSequentialDQN36351552_10_904,0.33376404813284777,0.05012786927484182,0.05460531028227695,0.03656831299725121,0.6152414965510885,19.35,0.55,20,1.0,0.3560120855815936,0.10065861805436563,1.0,1.0,1.0,0.7,0.3,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974026576736847,0.19990336997221886,0.07797776102525443,0.1121919804765617,0.508339808683492,0.18306569153089378
23,CombSequentialDQN36351552/CombSequentialDQN36351552_10_905,0.328505965235942,0.050235708682414934,0.058397456450723556,0.032466673054107845,0.6029832143051539,18.7,0.6,20,1.0,0.42106715572881565,0.10044096369198127,1.0,1.0,0.95,0.8,0.5,0.35,0.1,0.05,0.0,0.0,0.0,1.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8006512692789629,0.2132139704955239,0.07967395401432341,0.1160006859886812,0.5109646629652228,0.19407912503375643
24,CombSequentialDQN36351552/CombSequentialDQN36351552_10_906,0.33199829130124425,0.05139164224685729,0.057633755414708956,0.03722871443412973,0.5996182442649698,18.95,0.65,20,1.0,0.3777199915521354,0.10129884432898481,1.0,1.0,1.0,0.7,0.4,0.15,0.1,0.0,0.0,0.0,0.0,1.0,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028556842968303,0.22181628392484343,0.08009800226159065,0.11769592910551094,0.5124537317484037,0.200906512429787
25,CombSequentialDQN36351552/CombSequentialDQN36351552_10_907,0.3297315439445665,0.05070693890233058,0.0673062925198324,0.04027392042158486,0.596991064562071,18.6,0.55,20,1.0,0.4324307290872092,0.1122753577835679,1.0,1.0,1.0,0.8,0.65,0.3,0.1,0.05,0.0,0.0,0.0,1.0,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021827576071655,0.2293144208037825,0.08683565774594798,0.1259697207887632,0.5147583556076263,0.20912986596892189
26,CombSequentialDQN36351552/CombSequentialDQN36351552_10_908,0.330508432722356,0.05164864271905385,0.06542165829172376,0.03742787666823837,0.592503401270749,19.05,0.5,20,1.0,0.4033283006152454,0.11501650611649103,1.0,1.0,1.0,0.9,0.4,0.15,0.1,0.0,0.0,0.0,0.0,1.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000866296428074,0.2160933660933661,0.08287787410478703,0.11980656586296144,0.5119142197604685,0.19742645116991497
27,CombSequentialDQN36351552/CombSequentialDQN36351552_10_909,0.3249538027421403,0.0504011473796304,0.06140748210012603,0.03640130454381525,0.6174255107963339,18.55,0.5,20,1.0,0.38466139982973874,0.1282219509012036,1.0,1.0,1.0,0.65,0.4,0.2,0.05,0.05,0.0,0.0,0.0,1.0,0.3,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.7976114969911668,0.1970328592447278,0.07571617037316246,0.10939414567733151,0.5075560363627578,0.18006195623517007
28,CombSequentialDQN36351552/CombSequentialDQN36351552_10_910,0.33167001070477065,0.050646336369483146,0.07112700110821042,0.03631711831442601,0.6069983854843067,18.7,0.55,20,1.0,0.4266029854888724,0.10472239616955097,1.0,1.0,1.0,1.0,0.4,0.15,0.15,0.1,0.05,0.0,0.0,1.0,0.35,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965982395619016,0.21027984009137635,0.08674142480211082,0.12281930684812702,0.5113798182847148,0.19402494668452114
29,CombSequentialDQN36351552/CombSequentialDQN36351552_10_911,0.3335194247142042,0.051535391096864835,0.05908540846037235,0.04144185220367616,0.6014419298501662,19.2,0.7,20,1.0,0.37066118490859223,0.1000091074353188,1.0,1.0,1.0,0.85,0.35,0.05,0.05,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80161811797101,0.21391619244697363,0.07793064455333584,0.11424229866003592,0.5108425779262025,0.19400287023237844
30,CombSequentialDQN36351552/CombSequentialDQN36351552_10_912,0.31859980234176827,0.04829276473827618,0.0517939416518242,0.03287281740112358,0.6056311416472323,18.9,0.85,20,1.0,0.3799258258081787,0.1021904133301452,1.0,1.0,1.0,0.8,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078291539687205,0.2344139650872818,0.07529212212589521,0.11397596376734068,0.513497886866653,0.2084945048197949
31,CombSequentialDQN36351552/CombSequentialDQN36351552_10_913,0.32761413520035515,0.051442057988819734,0.06596759646577245,0.040343395773561566,0.5848484743306677,18.6,0.44999999999999996,20,1.0,0.4107510933250542,0.11158009948753111,1.0,1.0,1.0,0.9,0.45,0.25,0.15,0.05,0.0,0.0,0.0,1.0,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8006976780161812,0.22159578379703396,0.08518658122879759,0.12306435694108837,0.5132073825245985,0.20251963523272365
32,CombSequentialDQN36351552/CombSequentialDQN36351552_10_914,0.32707881999505806,0.04982227139087587,0.0656025930126865,0.04586874809750062,0.5924778794654484,18.7,0.65,20,1.0,0.37873820438400024,0.1279762507303608,1.0,1.0,1.0,0.8,0.4,0.2,0.05,0.0,0.0,0.0,0.0,1.0,0.55,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.8013396655477004,0.2140292382662221,0.07863739163211458,0.11501619461098476,0.5109599758219798,0.1943462655487972
33,CombSequentialDQN36351552/CombSequentialDQN36351552_10_915,0.3259291693627335,0.05051755932613692,0.06955715315137513,0.02859269955963601,0.5986328022523274,19.35,0.7,20,1.0,0.4108284131747794,0.12542981885771387,1.0,1.0,1.0,0.9,0.5,0.2,0.1,0.05,0.05,0.0,0.0,1.0,0.45,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8024844143990842,0.2178749018581523,0.07844892574444026,0.11536063188526294,0.5115690428355745,0.19725288509784245
34,CombSequentialDQN36351552/CombSequentialDQN36351552_10_916,0.3263555336985365,0.0499431843477627,0.0518295609051676,0.031743861221502766,0.6022924174908112,19.4,0.8,20,1.0,0.37947933709021175,0.10537895990173543,1.0,1.0,1.0,0.75,0.35,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8074965580186563,0.2293144208037825,0.0731247644176404,0.11088882537867964,0.512428088932738,0.20371857434060164
35,CombSequentialDQN36351552/CombSequentialDQN36351552_10_917,0.3233164037209625,0.04958566834451657,0.05634996663901025,0.034970308683837006,0.6111262990721674,18.8,0.65,20,1.0,0.3951089250760652,0.10298970860512327,1.0,1.0,1.0,0.7,0.6,0.15,0.05,0.05,0.05,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8044954596785422,0.219468291332041,0.07467960799095363,0.11143921816775645,0.5112575549162446,0.1970009358366965
36,CombSequentialDQN36351552/CombSequentialDQN36351552_10_918,0.3180076307694859,0.04904583232275653,0.058601445085645125,0.03379618883375449,0.6030023473658587,19.05,0.6,20,1.0,0.3816263015276173,0.11789872650971407,1.0,1.0,1.0,0.85,0.4,0.15,0.05,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8051683863682069,0.22476745800360962,0.07628156803618545,0.1139057937875963,0.5123037645292807,0.2016750688785978
37,CombSequentialDQN36351552/CombSequentialDQN36351552_10_919,0.32335047301141895,0.04950388291921995,0.052553111185856864,0.03136239794984059,0.6010366950480807,19.1,0.75,20,1.0,0.37043082465767524,0.10939410185377504,1.0,1.0,1.0,0.75,0.3,0.15,0.05,0.0,0.0,0.0,0.0,1.0,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035595501446405,0.21731472700176127,0.07557482095740671,0.11214822583464429,0.5110573851228891,0.1957220786678151
38,CombSequentialDQN36351552/CombSequentialDQN36351552_10_920,0.32151760813627606,0.04997649131660636,0.05373893307027501,0.03385504188016327,0.602163157753479,19.05,0.75,20,1.0,0.36916141617977305,0.10237968962732105,1.0,1.0,1.0,0.75,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805415899633371,0.2186292745743311,0.07199396909159442,0.10831886009995392,0.5107290827856965,0.19523780891106973
39,CombSequentialDQN36351552/CombSequentialDQN36351552_10_921,0.31522942184715774,0.04987431572175828,0.06119440832356073,0.034936118677327536,0.6086035441988416,18.85,0.55,20,1.0,0.4071890416073722,0.09068798285339516,1.0,1.0,1.0,0.85,0.45,0.1,0.1,0.1,0.0,0.0,0.0,1.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002335906439986,0.227407319673102,0.09046362608367886,0.12943674790170895,0.5150500655265242,0.20881314294487952
40,CombSequentialDQN36351552/CombSequentialDQN36351552_10_922,0.32574838489193636,0.05110951520682527,0.061273026892370526,0.03039657014246174,0.5906033316899698,18.7,0.6,20,1.0,0.39820112911134437,0.1221411405167914,1.0,1.0,1.0,0.7,0.45,0.25,0.05,0.05,0.0,0.0,0.0,1.0,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805230264684498,0.252841973766396,0.09536373916321146,0.1384925929727326,0.5200079416513435,0.2304559824251192
41,CombSequentialDQN36351552/CombSequentialDQN36351552_10_923,0.32322575349562344,0.0484884019823929,0.07681025497795402,0.04001046673338596,0.6024469865858458,18.7,0.7,20,1.0,0.39880645626409117,0.10791123035246515,1.0,1.0,1.0,0.75,0.35,0.15,0.1,0.05,0.05,0.05,0.05,1.0,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028402147177576,0.23476747077841334,0.0889558989822842,0.12902344016947995,0.5160035551619607,0.2141217911085019
42,CombSequentialDQN36351552/CombSequentialDQN36351552_10_924,0.32404741884931787,0.04993488397794514,0.0567044764505787,0.03075240608476095,0.6087817508111758,18.7,0.65,20,1.0,0.38396353168028335,0.10033587536043291,1.0,1.0,1.0,0.75,0.55,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8034744674597404,0.21514161220043573,0.07444402563136072,0.11061327359283114,0.5105521381141201,0.19361628510466528
43,CombSequentialDQN36351552/CombSequentialDQN36351552_10_925,0.32139789442218625,0.050056719450036216,0.0705115459451976,0.04203306430245479,0.6182681098647967,19.2,0.55,20,1.0,0.3851354550537854,0.09452056250700622,1.0,1.0,1.0,0.75,0.4,0.2,0.05,0.05,0.0,0.0,0.0,1.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800055690484662,0.21528803545051697,0.08240670938560121,0.11919040479760122,0.5117063992413006,0.19663642135336754
44,CombSequentialDQN36351552/CombSequentialDQN36351552_10_926,0.3126867930408871,0.04779800696252852,0.06873857021635668,0.038104097816147736,0.6085133587183283,19.05,0.6,20,1.0,0.35729423741351507,0.10909237314858693,1.0,1.0,1.0,0.65,0.2,0.1,0.05,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026004362421298,0.22599158270628747,0.08349038823972861,0.12193359710992602,0.5136640925300362,0.20537223888737385
45,CombSequentialDQN36351552/CombSequentialDQN36351552_10_927,0.33003781123604686,0.05030730817127045,0.06216704636964144,0.036204176421745136,0.592618614084605,18.7,0.6,20,1.0,0.3916768554341386,0.10561730082734122,1.0,1.0,1.0,1.0,0.35,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798067849573813,0.2123247319429716,0.08490388239728609,0.12130187472653225,0.5115206239918543,0.19510113618994243
46,CombSequentialDQN36351552/CombSequentialDQN36351552_10_928,0.32301913792256803,0.05060221600868335,0.06440796875517739,0.038404311346325576,0.6215709056638948,19.15,0.75,20,1.0,0.3748622510594707,0.09719422268460919,1.0,1.0,1.0,0.8,0.35,0.15,0.05,0.0,0.0,0.0,0.0,1.0,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802561762294448,0.21143010464180306,0.07425555974368639,0.10991003556733384,0.5099304302022091,0.19070667957405615
47,CombSequentialDQN36351552/CombSequentialDQN36351552_10_929,0.3260272034473127,0.04976117159072055,0.058230309160557644,0.034657849156517984,0.6127854078691878,19.1,0.65,20,1.0,0.3794098930409227,0.10730010056129606,1.0,1.0,1.0,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019584487106106,0.21229637414608513,0.0761402186204297,0.11208211957275627,0.5103267767788902,0.192090395480226
48,CombSequentialDQN36351552/CombSequentialDQN36351552_10_930,0.3185389052827682,0.0481442285343164,0.06627991299246414,0.03347688626217333,0.6017875104122202,18.6,0.65,20,1.0,0.42167006469729423,0.12385190079330292,1.0,1.0,1.0,0.8,0.55,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.65,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8031650758782853,0.22514315460697554,0.08151149641914814,0.11969005119690052,0.5132067485612241,0.2039981133122468
49,CombSequentialDQN36351552/CombSequentialDQN36351552_10_931,0.31959523688023966,0.05208716690381575,0.06979510152220733,0.03832599274676257,0.6148959147394385,18.95,0.8,20,1.0,0.34194917965579363,0.09623741169698054,1.0,1.0,1.0,0.6,0.35,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029252974026577,0.20123578149136356,0.06751790425932906,0.10111130710883753,0.5074407274068202,0.18023823616454573
50,CombSequentialDQN36351552/CombSequentialDQN36351552_10_932,0.3197705848222604,0.04941959390370661,0.05326613566843713,0.027487791226353406,0.6049634654705146,19.15,0.85,20,1.0,0.3912434553233361,0.10983201421530195,1.0,1.0,1.0,0.85,0.3,0.15,0.1,0.05,0.0,0.0,0.0,1.0,0.6,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8060888263230358,0.21770405167351733,0.0698737278552582,0.10579255243258667,0.5102797226568772,0.1936090802973521
51,CombSequentialDQN36351552/CombSequentialDQN36351552_10_933,0.32363032454622154,0.04995868532282126,0.0520234607492053,0.028333033119168176,0.6117308897030438,19.0,0.7,20,1.0,0.3762716309210331,0.11724291330316625,1.0,1.0,1.0,0.9,0.3,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8076203146512383,0.23113207547169812,0.07387862796833773,0.11196800914024564,0.5128050207080865,0.20541273657604336
52,CombSequentialDQN36351552/CombSequentialDQN36351552_10_934,0.32318795523031135,0.049835190417880974,0.05566957960394923,0.03475091670209838,0.6083672885029715,19.05,0.6,20,1.0,0.3685471103310399,0.10236188533592079,1.0,1.0,1.0,0.75,0.2,0.15,0.05,0.0,0.0,0.0,0.0,1.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000402209055891,0.21197411003236247,0.0802393516773464,0.11641260509945997,0.510826307216956,0.1933056460659153
