,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,bcp
0,FlattenedDQN36493231/FlattenedDQN36493231_13_492,0.3896818362796352,0.0503926471398556,0.8679116964123109,0.5845383354580223,0.4489084772012391,1.3,0.95,20,0.6,2.4563757197816396
1,FlattenedDQN36493231/FlattenedDQN36493231_13_493,0.3809557412830948,0.0468980762245718,0.8627430262045647,0.5659340659340659,0.278229689074268,1.1428571428571428,1.0,14,0.7,2.664949361985451
2,FlattenedDQN36493231/FlattenedDQN36493231_13_494,0.3826455594163222,0.0495012890155997,0.8811157796451914,0.6074229691876751,0.669085265392398,0.7714285714285715,1.0,35,0.225,1.8114332206818464
3,FlattenedDQN36493231/FlattenedDQN36493231_13_495,0.3946048440319002,0.0479289332011095,0.9021666666666668,0.5881333333333334,0.2996546619382111,1.3125,1.0,16,0.625,2.4277375858264785
4,FlattenedDQN36493231/FlattenedDQN36493231_13_496,0.3670329324692595,0.0554421928757727,0.9014424951267056,0.6090253411306044,0.4673850770719827,1.263157894736842,1.0,19,0.575,2.1491291892438165
5,FlattenedDQN36493231/FlattenedDQN36493231_13_497,0.4058253617079232,0.0505044386666656,0.8489105202068166,0.5586155956526326,0.3156157572492034,1.6923076923076923,1.0,13,0.725,1.884981438313011
6,FlattenedDQN36493231/FlattenedDQN36493231_13_498,0.401412955833414,0.0395948251968402,0.8956565656565657,0.5933333333333334,0.1314082688898106,1.3636363636363635,1.0,11,0.75,2.2109037730459873
7,FlattenedDQN36493231/FlattenedDQN36493231_13_499,0.3803799219268136,0.0464571458149732,0.8752091529869307,0.4976861273157569,0.4131339396430946,1.5,1.0,14,0.675,2.8457283136522773
8,FlattenedDQN36493231/FlattenedDQN36493231_13_500,0.3920012703599453,0.0493616654185182,0.8689028571428572,0.4800914285714284,0.3050205890009681,1.5333333333333334,1.0,15,0.675,2.5831367755113805
9,FlattenedDQN36493231/FlattenedDQN36493231_13_501,0.3708102934190697,0.0509774658210968,0.8674190958498024,0.5470293972332017,0.5873795039388283,0.9565217391304348,0.9565217391304348,23,0.5,1.9117351036429933
10,FlattenedDQN36493231/FlattenedDQN36493231_13_502,0.3729000308029506,0.0451552181811461,0.8052809573361083,0.5084113770378078,0.122320356060648,1.2222222222222223,1.0,9,0.825,1.2090704767378693
11,FlattenedDQN36493231/FlattenedDQN36493231_13_503,0.381662674931426,0.0497444995570249,0.8804958183990442,0.6049581839904421,0.6459934021324196,0.8709677419354839,0.967741935483871,31,0.325,1.878516202708239
12,FlattenedDQN36493231/FlattenedDQN36493231_13_504,0.3768733429960668,0.0533150225129947,0.8620571428571429,0.5401828571428572,0.3045433772318714,1.5333333333333334,1.0,15,0.675,2.089231310688702
13,FlattenedDQN36493231/FlattenedDQN36493231_13_505,0.3667232124480334,0.0515134725355741,0.8205888314583966,0.5122241192475308,0.5985927089231198,1.173913043478261,0.9565217391304348,23,0.55,2.141777763590011
14,FlattenedDQN36493231/FlattenedDQN36493231_13_506,0.3674829175440689,0.0475420529660031,0.8781065088757397,0.5521555367709214,0.4269313367884283,1.4666666666666666,1.0,15,0.65,2.3742453403314503
15,FlattenedDQN36493231/FlattenedDQN36493231_13_507,0.3739637054927474,0.048883760972093,0.8288011695906432,0.5209064327485382,0.5684410435059463,1.2,0.95,20,0.575,2.50749236947269
16,FlattenedDQN36493231/FlattenedDQN36493231_13_508,0.371350615441404,0.050417154454587,0.8764112903225807,0.5686155913978495,0.6387218125630184,0.8709677419354839,0.967741935483871,31,0.3,2.0131532985022447
17,FlattenedDQN36493231/FlattenedDQN36493231_13_509,0.3760129826831466,0.0508165029946061,0.8138271604938271,0.5342283950617284,0.6463823679459678,1.08,0.96,25,0.5,2.0404881056628734
18,FlattenedDQN36493231/FlattenedDQN36493231_13_510,0.3804502244864208,0.0504979849630546,0.8813958916900093,0.62703081232493,0.666608110127422,0.7714285714285715,1.0,35,0.25,1.7679872522347746
19,FlattenedDQN36493231/FlattenedDQN36493231_13_511,0.3842101545281985,0.0495377910058721,0.8578146258503401,0.5434353741496598,0.6099503729214991,1.08,0.96,25,0.45,2.2739018444794095
20,FlattenedDQN36493231/FlattenedDQN36493231_13_512,0.3955015068332572,0.045929741155347,0.9036968954248366,0.5803717320261438,0.4010326738280876,1.2941176470588236,1.0,17,0.6,2.552917631422704
21,FlattenedDQN36493231/FlattenedDQN36493231_13_513,0.396323908881819,0.0495173828156173,0.887329931972789,0.5654107796964938,0.243930736611011,1.6153846153846154,1.0,13,0.7,2.9282914456325537
22,FlattenedDQN36493231/FlattenedDQN36493231_13_514,0.3833839349377806,0.0467748358805459,0.8628623188405797,0.4988237765175383,0.3683980930721618,1.25,1.0,16,0.65,2.361075275874222
23,FlattenedDQN36493231/FlattenedDQN36493231_13_515,0.3807020845910434,0.0509669461264684,0.9071834992887624,0.6404694167852062,0.6740395759223501,0.7105263157894737,1.0,38,0.1,1.7062559643195303
24,FlattenedDQN36493231/FlattenedDQN36493231_13_516,0.3807020845910434,0.0509669461264684,0.9071834992887624,0.6404694167852062,0.6740395759223501,0.7105263157894737,1.0,38,0.1,1.7062559643195303
25,FlattenedDQN36493231/FlattenedDQN36493231_13_517,0.3861739789636623,0.0442225388162329,0.8667480571308549,0.6281768536021844,0.4037603472978377,1.5625,1.0,16,0.65,2.580274804829901
26,FlattenedDQN36493231/FlattenedDQN36493231_13_518,0.3763975171618095,0.0514110836640628,0.8593749999999999,0.5512530193236715,0.5979266963511098,1.125,0.9166666666666666,24,0.475,2.200448916276772
