,exp_id,chm,chd,smq,cmq,icp,ifn,ned,msn,cov,bcp
0,CombSequentialDQN41759475_12_4700,0.3679071528484834,0.050651678579236,0.0592723952326028,0.0967538126361655,0.300935218991766,13.333333333333334,0.3333333333333333,3,1.0,3.982639004112238
1,CombSequentialDQN41759475_12_4701,0.4145321816894615,0.0501358961751271,0.4399585257002154,0.304342028316405,0.3082293739157595,8.8,0.6,5,1.0,3.040835420645844
2,CombSequentialDQN41759475_12_4702,0.4196591949169939,0.0520549400073691,0.2808049312507795,0.2592186497312208,0.4703877992344662,6.285714285714286,0.7142857142857143,7,1.0,3.145196640475955
3,CombSequentialDQN41759475_12_4703,0.4312440181305721,0.0513125951952449,0.442237308146399,0.4372322482712092,0.1134152153011305,8.2,0.6,5,1.0,1.9284245576803443
4,CombSequentialDQN41759475_12_4704,0.385063262672456,0.051392006827689,0.412628189345505,0.3331913341251739,0.2771180251626343,9.2,0.8,5,1.0,3.4107724972474585
5,CombSequentialDQN41759475_12_4705,0.4480276235108357,0.0561916140833772,0.3925677623990773,0.1432713379469435,0.1055823094747236,5.75,0.75,4,1.0,2.2326566172933946
6,CombSequentialDQN41759475_12_4706,0.4198311477730669,0.0585212881811601,0.4099225581918724,0.262011517811214,0.2108485595809995,8.833333333333334,0.5,6,1.0,2.259559154128469
7,CombSequentialDQN41759475_12_4707,0.4066432550571462,0.0577567984605814,0.3154250037792894,0.2725377500629881,0.1369938001444593,4.6,0.4,5,1.0,3.7755239300342893
8,CombSequentialDQN41759475_12_4708,0.3714735041372843,0.049261994864852,0.4100907297830375,0.4038978742055665,0.3044361196733755,9.4,0.6,5,1.0,3.1947884661162673
9,CombSequentialDQN41759475_12_4709,0.446019473837687,0.0508624858187811,0.5437576268996905,0.3932295030795902,0.3149369326385892,6.2,0.8,5,1.0,2.715209411556593
10,CombSequentialDQN41759475_12_4710,0.4127584890057441,0.0497183953519086,0.5856522991304438,0.5267922062051671,0.4045600646806869,7.375,1.0,8,1.0,2.36675739353332
11,CombSequentialDQN41759475_12_4711,0.3876866397526115,0.0544374457888342,0.4550562762285163,0.2208022587381174,0.2137464750042444,6.333333333333333,0.6666666666666667,6,1.0,2.335365687248033
12,CombSequentialDQN41759475_12_4712,0.4349935386580218,0.0461608332909577,0.6777384423157017,0.3130292933499931,0.0067749419840693,1.0,1.0,3,1.0,2.3502401828962083
13,CombSequentialDQN41759475_12_4713,0.434717921170617,0.0564517508393764,0.3009294871794872,0.4231576265614727,0.2869177471965251,7.8,0.6,5,1.0,3.65744932531929
14,CombSequentialDQN41759475_12_4714,0.3668347974464142,0.0498586556385982,0.4238820318334371,0.3748617086438431,0.5271651388857946,5.6,0.6,10,1.0,3.005482971789472
15,CombSequentialDQN41759475_12_4715,0.3760241250778259,0.0776866562275421,0.546639282434737,0.5507264200446018,0.4573543094955091,6.125,0.875,8,1.0,3.4760689366670317
16,CombSequentialDQN41759475_12_4716,0.3992267424375294,0.0522800113439955,0.3446739281020708,0.354919143968247,0.5172454931589687,7.0,0.5,8,1.0,2.6701629489246534
17,CombSequentialDQN41759475_12_4717,0.3901923410084316,0.0522166573318836,0.7411786587310022,0.7308605236121445,0.0508309783147845,5.0,1.0,4,1.0,3.202614229015421
18,CombSequentialDQN41759475_12_4718,0.4076643899576395,0.0525154077696738,0.175895061728395,0.0912654320987654,0.2343936816102788,12.666666666666666,0.6666666666666667,3,1.0,3.561891766628934
19,CombSequentialDQN41759475_12_4719,0.4132749979276017,0.056122537139391,0.2773156210632401,0.1662468505920886,0.4977576480644101,5.875,0.625,8,1.0,3.814123396059206
20,CombSequentialDQN41759475_12_4720,0.4050412454961146,0.0526272017699721,0.3275290209190672,0.2707789459019205,0.3683614999418463,10.6,0.8,5,1.0,3.7755239300342893
21,CombSequentialDQN41759475_12_4721,0.3680330525099559,0.055964679262761,0.4951523683547493,0.3734022581254723,0.4489571679707753,6.4,0.7,10,1.0,3.0098123219764172
22,CombSequentialDQN41759475_12_4722,0.360280284678898,0.0492102670831592,0.2859986623067777,0.1871991577487118,0.4380737809062351,13.5,1.0,4,1.0,2.9869792530841783
23,CombSequentialDQN41759475_12_4723,0.4790887014467904,0.0602545544497684,0.2514173743369956,0.3578822477139278,0.2807512610146079,7.4,0.8,5,1.0,3.9889840465642754
24,CombSequentialDQN41759475_12_4724,0.3828318815255817,0.055761311068541,0.4428223228793489,0.4437744899060352,0.5310390264724331,6.8,0.6,10,1.0,3.09645571954641
25,CombSequentialDQN41759475_12_4725,0.4263523263224074,0.0562233590872518,0.4452378572343969,0.2283330343030458,0.0603689100218033,3.0,0.8,5,1.0,2.4343900170789334
26,CombSequentialDQN41759475_12_4726,0.4285688411899359,0.0563434370511033,0.4658644623982411,0.3614556955906232,0.3466113904801144,5.75,0.625,8,1.0,3.165927167336346
27,CombSequentialDQN41759475_12_4727,0.3984149131116101,0.0496599472163903,0.7348118223007757,0.7157440639008623,0.0498232712627621,2.2857142857142856,0.8571428571428572,7,1.0,0.8014666370464942
28,CombSequentialDQN41759475_12_4728,0.3201286733909457,0.0545090233678766,0.5461171927587062,0.1669323697169377,0.1014583860448721,7.0,1.0,4,1.0,3.9795522314722085
29,CombSequentialDQN41759475_12_4729,0.343915956613749,0.0483697389206787,0.5122526992823274,0.3205127835447904,0.3632640500812812,7.0,0.8333333333333334,6,1.0,3.575323568160052
30,CombSequentialDQN41759475_12_4730,0.3832409745649915,0.0538670393567441,0.4375487847222222,0.5262182291666668,0.322656619250978,9.25,1.0,4,1.0,3.9889840465642754
31,CombSequentialDQN41759475_12_4731,0.3558503135716878,0.0484216068156152,0.5075313201780903,0.4157733388171785,0.4745099020742118,8.25,0.875,8,1.0,3.4709261491879313
32,CombSequentialDQN41759475_12_4732,0.3989488522316864,0.0576836155098822,0.1568087049634668,0.1212758251448727,0.5027648379373572,8.166666666666666,0.5,6,1.0,3.7461701816280266
33,CombSequentialDQN41759475_12_4733,0.3963928984139154,0.0576462108721448,0.0707100200834766,0.0736044954466247,0.0934161104159737,5.0,0.5,2,1.0,3.9889840465642754
34,CombSequentialDQN41759475_12_4734,0.358942058395896,0.0534043463935248,0.2363048831631785,0.198927633205229,0.4839492968831411,8.285714285714286,0.2857142857142857,7,1.0,3.8123977495371206
35,CombSequentialDQN41759475_12_4735,0.4079157246572745,0.0528281715289612,0.3633342459884434,0.2471124028704731,0.578742284450908,7.1,0.6,10,1.0,2.6748988554468474
36,CombSequentialDQN41759475_12_4736,0.3792274352126814,0.0559693852349099,0.1602564997070492,0.1651165778869076,0.5322774562551522,9.833333333333334,0.6666666666666667,6,1.0,3.981438594490622
37,CombSequentialDQN41759475_12_4737,0.3924689541545013,0.0573567509209334,0.2728895789369562,0.1100322678624247,0.5302442191123903,7.857142857142857,0.5714285714285714,7,1.0,3.526716489215406
38,CombSequentialDQN41759475_12_4738,0.3942026396684308,0.0588345263127451,0.0517145080091073,0.029841465331874,0.1066381020871333,7.5,0.5,2,1.0,3.6873145076094715
39,CombSequentialDQN41759475_12_4739,0.4512024484812831,0.0455919348756157,0.6057448559670783,0.5435308641975309,0.0742836854712385,2.333333333333333,0.8333333333333334,6,1.0,2.345652898229159
40,CombSequentialDQN41759475_12_4740,0.4076420410885992,0.0597775181189796,0.0709276478507247,0.0661159488998316,0.0857727698105935,4.5,0.5,2,1.0,3.6605942783697394
41,CombSequentialDQN41759475_12_4741,0.4029439211615574,0.0553967567800377,0.3042308357227188,0.0736051821555068,0.3086579992577202,9.8,0.4,5,1.0,2.987065001670168
42,CombSequentialDQN41759475_12_4742,0.3860637224023381,0.0573147260350192,0.1065332074019182,0.0666341305958783,0.2676962691739405,14.666666666666666,0.6666666666666667,3,1.0,2.6592083662615305
43,CombSequentialDQN41759475_12_4743,0.3420901678092285,0.0463088914936637,0.3472728449286968,0.3011501532836679,0.3407086689929075,15.0,1.0,3,1.0,3.982753335560224
44,CombSequentialDQN41759475_12_4744,0.3753049256654967,0.0769257767080456,0.4338837121078707,0.3157779406757772,0.4305761512423001,6.571428571428571,0.7142857142857143,7,1.0,3.045080947934569
45,CombSequentialDQN41759475_12_4745,0.3975961950221643,0.0526345539375268,0.4259566365138848,0.3843072961530234,0.4140505135363919,5.5,0.625,8,1.0,2.9051376807022073
46,CombSequentialDQN41759475_12_4746,0.3912760047008419,0.0578791635839271,0.1906254269197391,0.3046873477786176,0.4328003497697927,10.4,0.6,5,1.0,3.7381595296257233
47,CombSequentialDQN41759475_12_4747,0.3926572689280813,0.0553493088081695,0.3283686479878543,0.3146668381039484,0.5044651772195957,6.75,0.375,8,1.0,3.593693587719912
48,CombSequentialDQN41759475_12_4748,0.4185550050474977,0.055301785624755,0.3306365555609412,0.1078876613775552,0.3509845276085804,7.666666666666667,0.6666666666666667,6,1.0,3.270978391757283
49,CombSequentialDQN41759475_12_4749,0.4052388395468303,0.0538662551451153,0.2334995823527245,0.1055623761052495,0.5107504299810548,8.333333333333334,0.3333333333333333,6,1.0,3.431867400567078
50,CombSequentialDQN41759475_12_4750,0.4060681433112407,0.0530217442271548,0.2403900824042141,0.2865225926054681,0.5528745622793243,7.222222222222222,0.4444444444444444,9,1.0,3.4624035745627064
51,CombSequentialDQN41759475_12_4751,0.3709675035757112,0.0555798274914453,0.3218016054466541,0.2639856353943843,0.3752162084920756,9.333333333333334,0.5,6,1.0,2.7153442380890596
52,CombSequentialDQN41759475_12_4752,0.4425613043927157,0.0542500222621332,0.3485939993281263,0.3459531070658717,0.4568011547654855,7.333333333333333,0.5555555555555556,9,1.0,2.700223586653439
53,CombSequentialDQN41759475_12_4753,0.4126191841268327,0.0557093667186282,0.2162476434511683,0.2297077035389922,0.5961375600119446,6.444444444444445,0.3333333333333333,9,1.0,3.096970949509233
54,CombSequentialDQN41759475_12_4754,0.411488731093399,0.0516221114658786,0.5203965089491406,0.3926647360026861,0.5216940525712668,5.166666666666667,0.8333333333333334,12,1.0,2.2086068411121134
55,CombSequentialDQN41759475_12_4755,0.4542664116910826,0.055221833978373,0.4023102960578406,0.2748366350342336,0.3142557832338086,6.142857142857143,0.4285714285714286,7,1.0,2.390821678494674
56,CombSequentialDQN41759475_12_4756,0.4233285505801715,0.0541115064759431,0.3261970899470898,0.3423015873015873,0.4892484077198991,9.285714285714286,0.7142857142857143,7,1.0,2.6561501764834983
57,CombSequentialDQN41759475_12_4757,0.3651413424792649,0.0858142571587738,0.2620418124531708,0.3331786303723058,0.330299730174698,9.333333333333334,0.5,6,1.0,3.9842252647252474
58,CombSequentialDQN41759475_12_4758,0.4752794103906447,0.1475885279915841,0.4217256839999794,0.2144111339925237,0.4782138233999244,5.1,0.5,10,1.0,3.21472368142439
59,CombSequentialDQN41759475_12_4759,0.4022725380512117,0.0568890443501622,0.2076461405426788,0.2082268793246245,0.5002547057876396,7.875,0.5,8,1.0,3.183710384046558
60,CombSequentialDQN41759475_12_4760,0.4045397802351171,0.0565316097525456,0.1431851278669284,0.1732933081310055,0.5303922082936372,7.5,0.25,8,1.0,3.8351666422446904
61,CombSequentialDQN41759475_12_4761,0.3999393353740759,0.0547292292921611,0.2997888439771107,0.2997191417348718,0.2070626069454408,7.0,0.5,6,1.0,3.0866448203108674
62,CombSequentialDQN41759475_12_4762,0.3979132047292288,0.055783367195263,0.2487962736181408,0.3448763593358188,0.5448191586453349,8.428571428571429,0.5714285714285714,7,1.0,3.1756743560269904
